Brand,Vehicle_Type,Title,Fuel Type,Gear,Price,Year,Location,Mileage,Listing_URL
Toyota,Car,Toyota Soluna 2001 Car,Petrol,Manual,"Rs. 3,200,000",2001,Kurunegala,"214,456 km",https://riyasewana.com/buy/toyota-soluna-sale-kurunegala-12122039
Nissan,Car,Nissan FB12 1987 Car,Petrol,Manual,"Rs. 1,550,000",1987,Kandy,"150,000 km",https://riyasewana.com/buy/nissan-fb12-sale-kandy-12122033
Suzuki,Car,Suzuki Maruti 800 2006 Car,Petrol,Manual,"Rs. 2,200,000",2006,Kurunegala,"124,456 km",https://riyasewana.com/buy/suzuki-maruti-800-sale-kurunegala-12122025
Micro,Car,Micro Panda 2012 Car,Petrol,Manual,"Rs. 2,895,000",2012,Gampaha,"94,800 km",https://riyasewana.com/buy/micro-panda-sale-gampaha-12122021
Proton,Car,Proton Wira 2000 Car,Petrol,Manual,Negotiable,2000,Batticaloa,"150,000 km",https://riyasewana.com/buy/proton-wira-sale-batticaloa-12122015
Suzuki,Car,Suzuki Alto 2010 Car,Petrol,Manual,Negotiable,2010,Warakapola,"123,560 km",https://riyasewana.com/buy/suzuki-alto-sale-warakapola-12121978
Micro,Car,Micro Panda 2016 Car,Petrol,Manual,"Rs. 3,630,000",2016,Kottawa,"23,300 km",https://riyasewana.com/buy/micro-panda-sale-kottawa-12121976
Suzuki,Car,Suzuki Alto 2015 Car,Petrol,Manual,"Rs. 4,150,000",2015,Matara,"84,220 km",https://riyasewana.com/buy/suzuki-alto-sale-matara-12121947
Chevrolet,Car,Chevrolet Aveo Uva 2008 Car,Petrol,Manual,"Rs. 2,985,000",2008,Matale,"95,000 km",https://riyasewana.com/buy/chevrolet-aveo-uva-sale-matale-12121924
Perodua,Car,Perodua Viva Elite 2012 Car,Petrol,Manual,"Rs. 4,075,000",2012,Matara,"135,236 km",https://riyasewana.com/buy/perodua-viva-elite-sale-matara-12121900
Mazda,Car,Mazda Familia 1987 Car,Petrol,Manual,Negotiable,1987,Mawanella,"147,558 km",https://riyasewana.com/buy/mazda-familia-sale-mawanella-12121891
Suzuki,Car,Suzuki Alto K10 2015 Car,Petrol,Manual,"Rs. 4,400,000",2015,Middeniya,"76,000 km",https://riyasewana.com/buy/suzuki-alto-k10-sale-middeniya-12121872
Nissan,Car,Nissan Hb12 1987 Car,Petrol,Manual,"Rs. 1,765,000",1987,Kurunegala,"195,600 km",https://riyasewana.com/buy/nissan-hb12-sale-kurunegala-12121861
Suzuki,Car,Suzuki ZEN ESTILO 2010 Car,Petrol,Manual,"Rs. 3,650,000",2010,Kurunegala,1 km,https://riyasewana.com/buy/suzuki-zen-estilo-sale-kurunegala-12121840
Suzuki,Car,Suzuki Alto 800 2015 Car,Petrol,Manual,"Rs. 4,190,000",2015,Kurunegala,"81,000 km",https://riyasewana.com/buy/suzuki-alto-800-sale-kurunegala-12121834
Micro,Car,Micro Panda LC 1.0 2018 Car,Petrol,Manual,"Rs. 3,740,000",2018,Panadura,"36,000 km",https://riyasewana.com/buy/micro-panda-lc-sale-panadura-12121804
Nissan,Car,Nissan B12 1986 Car,Petrol,Manual,"Rs. 1,650,000",1986,Gampaha,123 km,https://riyasewana.com/buy/nissan-b12-sale-gampaha-12121794
Nissan,Car,Nissan FB15 2002 Car,Petrol,Manual,Negotiable,2002,Puttalam,"120,000 km",https://riyasewana.com/buy/nissan-fb15-sale-puttalam-12121767
Mitsubishi,Car,Mitsubishi Lancer Box 1981 Car,Petrol,Manual,"Rs. 850,000",1981,Kegalle,"100,000 km",https://riyasewana.com/buy/mitsubishi-lancer-box-sale-kegalle-12121736
Tata,Car,Tata Nano 2011 Car,Petrol,Manual,"Rs. 1,350,000",2011,Kottawa,"44,058 km",https://riyasewana.com/buy/tata-nano-sale-kottawa-12121726
Suzuki,Car,Suzuki Alto 2015 Car,Petrol,Manual,"Rs. 4,090,000",2015,Matugama,"131,000 km",https://riyasewana.com/buy/suzuki-alto-sale-matugama-12121705
Suzuki,Car,Suzuki Wagon R 2006 Car,Petrol,Manual,Negotiable,2006,Kadawatha,"51,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-12121703
Suzuki,Car,Suzuki A-Star 2011 Car,Petrol,Manual,"Rs. 3,950,000",2011,Tangalle,"146,000 km",https://riyasewana.com/buy/suzuki-a-star-sale-tangalle-12121699
Chery,Car,Chery QQ 2006 Car,Petrol,Manual,"Rs. 1,575,000",2006,Anuradapura,"67,433 km",https://riyasewana.com/buy/chery-qq-sale-anuradapura-12121682
Nissan,Car,Nissan FB12 Super Saloon 1987 Car,Petrol,Manual,"Rs. 2,370,000",1987,Puttalam,"322,489 km",https://riyasewana.com/buy/nissan-fb12-super-sale-puttalam-12121678
Suzuki,Car,Suzuki Estilo 2008 Car,Petrol,Manual,"Rs. 3,290,000",2008,Malabe,"200,000 km",https://riyasewana.com/buy/suzuki-estilo-sale-malabe-12121673
Toyota,Car,Toyota Carina 1986 Car,Petrol,Manual,Negotiable,1986,Kandy,,https://riyasewana.com/buy/toyota-carina-sale-kandy-12121671
Chery,Car,Chery QQ 2011 Car,Petrol,Manual,"Rs. 2,100,000",2011,Hatton,"109,000 km",https://riyasewana.com/buy/chery-qq-sale-hatton-12121666
Toyota,Car,Toyota Corolla DX Wagon 1996 Car,Petrol,Manual,"Rs. 2,775,000",1996,Kurunegala,"158,000 km",https://riyasewana.com/buy/toyota-corolla-dx-sale-kurunegala-12121648
Bajaj,Car,Bajaj Qute 2019 Car,Petrol,Manual,Negotiable,2019,Polonnaruwa,"23,000 km",https://riyasewana.com/buy/bajaj-qute-sale-polonnaruwa-12121646
Mitsubishi,Car,Mitsubishi Galant 1985 Car,Petrol,Manual,"Rs. 1,500,000",1985,Embilipitiya,"9,999 km",https://riyasewana.com/buy/mitsubishi-galant-sale-embilipitiya-12121644
Mitsubishi,Car,Mitsubishi Lancer Cs1 2001 Car,Petrol,Manual,"Rs. 4,975,000",2001,Embilipitiya,"195,000 km",https://riyasewana.com/buy/mitsubishi-lancer-cs1-sale-embilipitiya-12121624
Suzuki,Car,Suzuki SWIFT 2003 Car,Petrol,Manual,"Rs. 4,585,000",2003,Homagama,"137,900 km",https://riyasewana.com/buy/suzuki-swift-sale-homagama-12121596
Datsun,Car,Datsun Redi-GO 2016 Car,Petrol,Manual,"Rs. 3,675,000",2016,Colombo,"68,000 km",https://riyasewana.com/buy/datsun-redi-go-sale-colombo-12121594
Mitsubishi,Car,Mitsubishi Lancer Wagon 1984 Car,Petrol,Manual,"Rs. 525,000",1984,Gampaha,"1,000 km",https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-gampaha-12121582
