title,Brand_Cleaned,Model_Cleaned,CPU_Cleaned,Generation_Cleaned,RAM_GB,Storage_Capacity_GB,Storage_Type,GPU_Tier,Is_Touchscreen,Condition_Cleaned,Location_Cleaned,Price_Cleaned
i5 10th GEN Laptop,Other,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Kandy,83900.0
i5 8th Gen Laptop,Other,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,75900.0
Dell i7-7500U Laptop,Dell,Standard / Other,Core i7,7,16.0,512.0,SSD,Integrated,0,Used,Matara,80000.0
Lenovo Thinkpad T470S Core I7,Lenovo,Thinkpad,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Gampaha,77000.0
Hp i3 8th Gen Laptop,Hp,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,46500.0
MSI Cyborg 15|Core i5 13th Gen|RTX 3050 6GB|16GB DDR5 RAM|512GB NVMe,Msi,Cyborg,Core i5,13,16.0,512.0,SSD,RTX 30-Series,0,Used,Anuradhapura,285000.0
Dell Inspiron I5 10th Gen Laptop,Dell,Inspiron,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Galle,105000.0
Hp Core i3 Laptop,Hp,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Kalutara,65000.0
Apple MacBook Pro,Apple,Macbook Pro,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,35000.0
Dell i5 Laptop,Dell,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Other,36000.0
Lenovo Core i3 10th Gen 256GB 12GB,Lenovo,Standard / Other,Core i3,10,8.0,256.0,SSD,Integrated,0,Used,Other,62500.0
Asus VivoBook Core i7 (10th Gen)| 8GB RAM | 512GB,Asus,Vivobook,Core i7,10,8.0,512.0,SSD,Integrated,0,Used,Colombo,70000.0
HP Pavilion Laptop,Hp,Pavilion,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,68999.0
Hp Probook 440 G7 I5 10th Gen,Hp,Probook,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,78500.0
Dell Core i7 -8th Gen +8GB|256GB |Radeon 4GB |Graphics Lap,Dell,Standard / Other,Core i7,8,16.0,512.0,SSD,Other Dedicated,0,Used,Colombo,79500.0
Dell I5 10th Gen Laptop,Dell,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Kurunegala,115000.0
MSI GF63 -Core i7 10th Gen 16GB 1TB SSD|Gaming Laptops,Msi,Gf63,Core i7,10,16.0,1024.0,SSD,Integrated,0,Used,Colombo,168990.0
Dell Latitude 3400 Laptop,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,70000.0
Asus TUF Core i5 -11th Gen +RTX 2050 16GB|Laptops,Asus,Tuf,Core i5,11,8.0,256.0,SSD,RTX 20-Series,0,Used,Colombo,199000.0
MSI GF63 Thin Gaming Laptop,Msi,Gf63,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,180000.0
Dell Laptop,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,27000.0
HP Pavilion Laptop i7 8th Gen 16GB,Hp,Pavilion,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Gampaha,125000.0
Dell Core i7 -11th Gen +16GB +256GB |Latitude Laptops,Dell,Latitude,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Colombo,128000.0
USA Imported Lenovo T14 - Core i7 11th Gen 16GB Laptop,Lenovo,Standard / Other,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Colombo,139500.0
Dell Laptop,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,65000.0
Acer Laptop,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,77000.0
HP EliteBook,Hp,Elitebook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Batticaloa,65999.0
MSI Modern 15 -Core i5 13th Gen +16GB|512GB|Laptops,Msi,Modern,Core i5,13,8.0,256.0,SSD,Integrated,0,Used,Colombo,144000.0
Acer V16 - Ryzen 7 +RTX 3050 6GB|16GB +512GB Laptops,Acer,Standard / Other,Ryzen 7,8,16.0,256.0,SSD,RTX 30-Series,0,Used,Colombo,228000.0
Asus Vivobook 16 Core i5 -12500H 16GB RAM RTX 2050/4GB Laptop,Asus,Vivobook,Core i5,8,16.0,256.0,SSD,RTX 20-Series,0,Used,Colombo,199000.0
Laptop i5 12th Gen Iris Xe Graphic 16GB RAM|256GB NVME|Latitude 5430,Other,Standard / Other,Core i5,12,16.0,256.0,SSD,Integrated,0,Used,Gampaha,121950.0
Dell inspiron 3576 Core i7-8th Gen 8GB RAM 256GB SSD Laptop,Dell,Inspiron,Core i7,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,79500.0
Legion Slim 5 16AHP9 | Ryzen 7 8845HS RTX 4070 140W 240Hz WQXGA,Hp,Standard / Other,Ryzen 7,8,16.0,256.0,SSD,RTX 40-Series,0,Used,Colombo,395000.0
New MSI GF63 Thin 15 Core i7-10th Gen 16GB Ram 256GB + 1TB HDD Laptop,Msi,Gf63,Core i7,10,16.0,1024.0,HDD,Integrated,0,Used,Colombo,168000.0
Lenovo Thinkpad T14 i5 10th Gen Laptop,Lenovo,Thinkpad,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Kandy,87000.0
HP G7 Notebook Laptop 512GB + 128GB SSD,Hp,Notebook,Other / Dual Core,8,128.0,128.0,SSD,Integrated,0,Used,Anuradhapura,41500.0
Lenovo Ideapad 100 Core i3 5005U 5th GEN 15.6-inch Display 4GB RAM,Lenovo,Ideapad,Core i3,5,4.0,256.0,SSD,Integrated,0,Used,Colombo,55000.0
Asus TUF F15 Core i5 11th Gen 16GB RAM 512GB RTX2050/4GB Laptops,Asus,Tuf,Core i5,11,16.0,256.0,SSD,RTX 20-Series,0,Used,Colombo,199000.0
Dell 5400 I7 8th GEN 256GB RAM SSD Laptop,Dell,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Colombo,74500.0
Dell 5400-I5 8TH GEN 8GB RAM 256 GB SSD Laptop,Dell,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,68700.0
Lenovo Thinkpad E15 i7 12th Gen 16GB RAM DDR4 15.6 Inches FHD IPS,Lenovo,Thinkpad,Core i7,12,16.0,512.0,SSD,Integrated,0,Used,Colombo,127500.0
core i7 11th Gen Latitude 5320 32GB RAM 13.3 inches Xe Graphics,Other,Standard / Other,Core i7,11,32.0,512.0,SSD,Other Dedicated,0,Used,Colombo,115000.0
Hp Used Laptop ProBook New Condition,Hp,Probook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,114500.0
HP PROBOOK 640 G5 8TH GEN LAPTOP,Hp,Probook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,77500.0
MSI GF75 Thin Gaming Laptop (With Display Issue),Msi,Thin,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,95000.0
Acer aspire laptop,Acer,Aspire,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,97000.0
lenovo idea pad core i7 13th gen,Lenovo,Standard / Other,Core i7,13,16.0,512.0,SSD,Integrated,0,Used,Kurunegala,190000.0
New Dell Latitude 5420 Core i7-11th Gen 8 Ram 256GB Nvme SSD Laptop,Dell,Latitude,Core i7,11,16.0,256.0,SSD,Integrated,0,Used,Colombo,119000.0
Lenovo Laptop Core i5 8Gb,Lenovo,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,61900.0
Acer Aspire E5-576G Core i5 8th Gen Laptop,Acer,Aspire,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,60000.0
Samsung Chromebook,Samsung,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,23500.0
Asus x540u i3 8Gen laptop,Asus,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,56000.0
DELL LATITUDE 5580 6TH GEN LAPTOP,Dell,Latitude,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Colombo,74500.0
DELL LATITUDE 5580 i5 6TH GEN LAPOP,Dell,Latitude,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,74500.0
Dell Latitude 5300,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,80000.0
Gaming Laptop i7 7th Gen|GTX 1050TI 4GB|16GB RAM|512GB NVME - Dell P65F,Dell,Standard / Other,Core i7,7,16.0,512.0,SSD,GTX Series,0,Used,Colombo,126250.0
Dell Latitude E7470 i5 6th Gen Laptop,Dell,Latitude,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Kandy,59900.0
Apple Mackbook Air 2017,Apple,Standard / Other,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Colombo,65000.0
Apple iPad A16 (Wifi),Apple,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,129000.0
"Acer Travelmate Core i5 11th Gen/8GB Ram/256GB NVMe/14"" FHD Screen",Acer,Travelmate,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,116500.0
ASUS Tuf A16| Ryzen 7 | RTX 5060 8GB 16GB RAM 1TB SSD 165Hz,Asus,Tuf,Ryzen 7,8,16.0,1024.0,SSD,Integrated,0,Used,Colombo,419000.0
Acer Predator Helios Neo 16 – i9 14th Gen | RTX 4060 2.5K 240Hz,Acer,Predator,Core i9,14,16.0,512.0,SSD,RTX 40-Series,0,Used,Colombo,390000.0
Acer Aspire 5 Core i7 8th Gen Laptop,Acer,Aspire,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Matara,85000.0
Dell G3 Gaming Core i5 10300H–10th GEN 8GB RAM 256GB SSD+1TB HDD,Dell,G3,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Ratnapura,147990.0
"HP Elitebook 840 G7 Core i5 10th Gen/16GB Ram/512GB NVMe/14"" FHD IPS",Hp,Elitebook,Core i5,10,16.0,512.0,SSD,Integrated,0,Used,Colombo,119500.0
HP 250 G9 Core i5 1235U–12th GEN 15.6′ FullHD IPS 8GB RAM 512GB NVME,Hp,Standard / Other,Core i5,12,8.0,512.0,SSD,Integrated,0,Used,Ratnapura,137990.0
HP Core i5 1235U–12th GEN 14-inch FullHD 8GB RAM 512GB NVMe,Hp,Standard / Other,Core i5,12,8.0,512.0,SSD,Integrated,0,Used,Ratnapura,129990.0
i7 12th GEN Dell Latitude E5430 256GB NVME 8GB RAM Laptop,Dell,Latitude,Core i7,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,124900.0
HP Elitebook 830 G8 i5 11th Gen 16GB RAM Backlit Keyboard,Hp,Elitebook,Core i5,11,16.0,256.0,SSD,Integrated,0,Used,Colombo,115000.0
Dell Touch i7 Laptop,Dell,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,1,Used,Colombo,78000.0
Lenovo i5 10Gen 8/256GB SSD 13.5”Display,Lenovo,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Batticaloa,74000.0
Lenovo i5 12Gen H processor 8/512GB 15.6”Display,Lenovo,Standard / Other,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Other,138000.0
MSI Bravo 15 - Ryzen 5 4600H RX 5500M 8GB RAM 512GB SSD,Msi,Bravo,Ryzen 5,8,8.0,512.0,SSD,Other Dedicated,0,Used,Matara,85000.0
i5 6th Gen Laptop,Other,Standard / Other,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Kandy,59000.0
Lenovo i5 10Gen 8/256GB,Lenovo,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Other,74000.0
Lenovo ThinkPad X1 Carbon Gen 9 11th Core i5,Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,150000.0
Acer Predator Gaming Laptop,Acer,Predator,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Ratnapura,175000.0
Dell Latitude Laptop,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,30000.0
Lenovo IdeaPad Slim 5 Pro Laptop,Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,219500.0
Dell Latitiude 5590,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,70000.0
Acer Aspire Lite Laptop,Acer,Aspire,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,62000.0
HP I5 8th GEN,Hp,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,75000.0
Lenovo 7000-15AST | AMD A9-9425 Radeon 530 2GB 8GB RAM 120GB SSD,Lenovo,Standard / Other,Other / Dual Core,8,8.0,256.0,SSD,Other Dedicated,0,Used,Colombo,49500.0
Toshiba Lap,Toshiba,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,55000.0
Apple Mac Book,Apple,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,150000.0
Laptop i5 12th 16GB RAM|256GB NVME|Iris Xe Graphic|Dell Latitude 5430,Dell,Latitude,Core i5,8,16.0,256.0,SSD,Integrated,0,Used,Matara,121950.0
"Dell Latitude 5500 Intel Core i5 8th Gen DDR4 8GB RAM 256GB NVMe 15.6""",Dell,Latitude,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,83500.0
Lenovo 100 E Laptop,Lenovo,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Galle,25000.0
MSI Cyborg 15 A13VE i5 13GEN /RTX 4050/16GB RAM ETC...,Msi,Cyborg,Core i5,13,16.0,256.0,SSD,RTX 40-Series,0,Used,Kandy,338000.0
iPad A16 (128GB),Apple,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,130000.0
HP ELITEBOOK 840 G8 i5 11TH GEN / 16GB RAM 512GB NVMe SSD (14inch),Hp,Elitebook,Core i5,11,16.0,512.0,SSD,Integrated,0,Used,Colombo,128000.0
Dell Latitude Core i7 8th 16GB RAM 256GB NVMe NVIDIA MX130 VGA Laptop,Dell,Latitude,Core i7,8,16.0,256.0,SSD,Other Dedicated,0,Used,Galle,74990.0
Entry Level OCTA EWIS X15AL Notebook,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,70000.0
Acer Aspire 3 A316 i5 12th Gen,Acer,Aspire,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Badulla,110000.0
Apple Macbook Air 2014 13 Inch,Apple,Macbook Air,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,45000.0
HP 15 Core i3 7th Gen 4GB DDR4 RAM 15.6” inch HD 1000 GB HDD Laptop,Hp,Standard / Other,Core i3,7,4.0,1000.0,HDD,Integrated,0,Used,Colombo,63000.0
Acer Laptop,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,73000.0
Microsoft surface Laptop 5,Microsoft,Surface Laptop,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,180000.0
Dell latitude 5400,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Galle,78000.0
Lenovo Thinkpad T470s i7 6th,Lenovo,Thinkpad,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Gampaha,51000.0
Dell Inspiron 3511 i7 11th Gen 8GB 512GB SSD,Dell,Inspiron,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Kurunegala,205000.0
Sony Vaio Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,25000.0
HP EliteBook 850 G3 Laptop,Hp,Elitebook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Badulla,75000.0
"HP 15-fc0534AU/Ryzen 3 7320U/8GB RAM/512GB SSD /15.6"" FHD/ Windows 11",Hp,Standard / Other,Ryzen 3,8,8.0,512.0,SSD,Integrated,0,Used,Galle,125000.0
Thinkpad E15 i7 12th Gen 16GB,Other,Standard / Other,Core i7,12,16.0,512.0,SSD,Integrated,0,Used,Colombo,127500.0
Dell Latitude 5320 i5 11th Gen 16GB RAM DDR4 Laptop,Dell,Latitude,Core i5,11,16.0,256.0,SSD,Integrated,0,Used,Colombo,95000.0
Lenovo Ideapad 100 Core i3 5005U 5th GEN 15.6-inch Display 4GB RAM,Lenovo,Ideapad,Core i3,5,4.0,256.0,SSD,Integrated,0,Used,Kalutara,55000.0
Dell Latitude i5 6th GEN (Touch)Laptop,Dell,Latitude,Core i5,6,8.0,256.0,SSD,Integrated,1,Used,Colombo,62500.0
Dell Latitude i5 6th GEN Laptop,Dell,Latitude,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,57500.0
HP Probook 640 G3 I5 7th GEN 8GB 256GB SSD,Hp,Probook,Core i5,7,8.0,256.0,SSD,Integrated,0,Used,Gampaha,57990.0
Lenovo ThinkPad Celeron Laptop,Lenovo,Thinkpad,Celeron,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,36500.0
HP AMD Ryzen Laptop,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,57500.0
AXL Celeron Laptop,Other,Standard / Other,Celeron,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,41500.0
Apple Macbook Air 2017,Apple,Macbook Air,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Colombo,63500.0
IdeaPad i5 7th GEN Laptop,Other,Standard / Other,Core i5,7,8.0,256.0,SSD,Integrated,0,Used,Colombo,51500.0
MSI i3 13th GEN,Msi,Standard / Other,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Colombo,142500.0
"Apple MacBook 13"" (Aluminum, Late 2008)",Apple,Macbook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,25000.0
Lenovo G50 45 AMD E1 6010 6th GEN 15.6 inch Display 8GB RAM 500GB HDD,Lenovo,Standard / Other,Other / Dual Core,6,8.0,256.0,HDD,Integrated,0,Used,Kalutara,47990.0
Aluthin aragaththe aran masa 2,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,230000.0
Macbk,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,69000.0
HP Notebook 15 Core i5 7th Gen Laptop,Hp,Notebook,Core i5,7,8.0,256.0,SSD,Integrated,0,Used,Colombo,49990.0
Dell Inspiron Laptop,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,40000.0
Lenovo Thinkpad P14s,Lenovo,Thinkpad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,155000.0
Lenovo Thinkbook 20SM,Lenovo,Thinkbook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,165000.0
Asus VivoBook E510MA Pentium N5030 4GB RAM 128GB,Asus,Vivobook,Pentium,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,35000.0
Acer Aspire A515-53G i7 8GB RAM,Acer,Aspire,Core i7,8,8.0,512.0,SSD,Integrated,0,Used,Gampaha,45000.0
HP Laptop,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,45000.0
Lenovo Yoga 300 Laptop,Lenovo,Yoga,Other / Dual Core,8,4.0,256.0,SSD,Integrated,1,Used,Colombo,25000.0
HP Laptop,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Ratnapura,100000.0
Dell Latitude 3420 Intel Core i5 11th Generation Laptop,Dell,Latitude,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Other,91000.0
"Hp 14"" FHD Laptop | Ryzen 3 7320U 8GB DDR5 256GB NVMe SSD",Hp,Standard / Other,Ryzen 3,8,8.0,256.0,SSD,Integrated,0,Used,Other,89000.0
Lenovo i3 5th GEN Used Laptop,Lenovo,Standard / Other,Core i3,5,8.0,256.0,SSD,Integrated,0,Used,Ratnapura,39999.0
Dell 15 3568,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,70000.0
Apple Macbook Pro 2020 -Intel I7 +32GB RAM 1TB Ssd,Apple,Macbook Pro,Core i7,12,32.0,1024.0,SSD,Integrated,0,Used,Colombo,217999.0
I 3 11th GEN Laptop,Other,Standard / Other,Other / Dual Core,11,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,68000.0
MSI Core i3 13th Gen 8GB 512NBME,Msi,Standard / Other,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Kandy,80000.0
Dell Inspiron 3501 Core i3 1115G4–11th GEN 24GB RAM 128GB SSD+1TB HDD,Dell,Inspiron,Core i3,11,24.0,128.0,SSD,Integrated,0,Used,Ratnapura,97990.0
"Laptop Dell Latitude 5430|i5 12th Gen|8GB RAM|256GB NVME|Wi-Fi|14"" FHD",Dell,Latitude,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,121950.0
HP 250 G8 Core i3 1115G4–11th GEN 24GB RAM 256GB NVMe,Hp,Standard / Other,Core i3,11,24.0,256.0,SSD,Integrated,0,Used,Ratnapura,97990.0
MacBook Pro 2013 15-inch for Parts (New Battery with Charger),Apple,Macbook Pro,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,65000.0
MSI Cyborg 15 A13UC Core i7-13620H 13th GEN RTX 3050 4GB 8GB RAM,Msi,Cyborg,Core i7,13,8.0,512.0,SSD,RTX 30-Series,0,Used,Kalutara,217990.0
HP 250 G6 Core i3 6006U 6th GEN 15.6 Display 8GB RAM 1TB HDD,Hp,Standard / Other,Core i3,6,8.0,1024.0,HDD,Integrated,0,Used,Kalutara,57990.0
HP Elitebook 840 G5 Core i5 8th GEN FHD-IPS 16GB RAM 256GB SSD,Hp,Elitebook,Core i5,8,16.0,256.0,SSD,Integrated,0,Used,Kalutara,92990.0
HP Elitebook 840 G2 Core i5 5200U 5th GEN 8GB RAM 128GB SSD,Hp,Elitebook,Core i5,5,8.0,128.0,SSD,Integrated,0,Used,Kalutara,59990.0
Dell Latitude 7420 i7 32GB Ram 256SSD 11th Gen,Dell,Latitude,Core i7,11,32.0,256.0,SSD,Integrated,0,Used,Colombo,105000.0
HP Zbook i5 8th gen,Hp,Zbook,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,105000.0
Lenovo thinkpad t14gen 2,Lenovo,Thinkpad,Other / Dual Core,14,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,85000.0
"Lenovo ThinkPad T460 14"" Touch Screen",Lenovo,Thinkpad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,1,Used,Kandy,72000.0
I5 6th Gen Laptop,Other,Standard / Other,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,59000.0
ASUS VivoBook 15 K513,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,89000.0
"Dell Latitude 3420 CORE I5 11TH GEN 8GB RAM 256GB NVME 14"" (Refurbished)",Dell,Latitude,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,98990.0
Dell Latitude 7530,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,380000.0
Dell Latitude 5300 Core i5 8265U–8th GEN 16GB RAM 512GB SSD,Dell,Latitude,Core i5,8,16.0,512.0,SSD,Integrated,0,Used,Ratnapura,89990.0
Asus Expertbook,Asus,Expertbook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,98000.0
Dell Laptop Intel R Core I7,Dell,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Kurunegala,55000.0
i3 7th gen 8gb,Other,Standard / Other,Core i3,7,8.0,256.0,SSD,Integrated,0,Used,Other,70000.0
Intel Core i3 12th Dell,Dell,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Jaffna,108000.0
Intel Core i3 10Gen 256/4 laptop,Other,Standard / Other,Core i3,10,8.0,256.0,SSD,Integrated,0,Used,Jaffna,95000.0
MSI Katana 15 B13VFK i7 13th Gen RTX 4050,Msi,Katana,Core i7,13,16.0,512.0,SSD,RTX 40-Series,0,Used,Kalutara,305000.0
Acer Chromebook,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,45000.0
HP Notebook Core i5 7th Gen Laptop,Hp,Notebook,Core i5,7,8.0,256.0,SSD,Integrated,0,Used,Colombo,47000.0
Lenovo LOQ 13th Gen i5-13450HX / RTX 3050 (6GB) 16GB DDR5 512GB SSD,Lenovo,Loq,Core i5,13,16.0,512.0,SSD,RTX 30-Series,0,Used,Colombo,285000.0
Asus Rog Strix G15 Gaming Laptop Ryzen With RTX 3050,Asus,Rog,Other / Dual Core,8,4.0,256.0,SSD,RTX 30-Series,0,Used,Galle,255000.0
Laptop i5 i7 6th-10th Gen|8/16GB RAM|256/512GB SSD NVME|GTX 1050TI 4GB,Other,Standard / Other,Core i7,10,16.0,512.0,SSD,GTX Series,0,Used,Gampaha,96950.0
Dell Latitude 5400 I7 8th GEN 16GB RAM 256GB SSD Laptop,Dell,Latitude,Core i7,8,16.0,256.0,SSD,Integrated,0,Used,Colombo,84600.0
Dell Latitude 5420 I7 11th GEN 16GB RAM 256GB SSD,Dell,Latitude,Core i7,11,16.0,256.0,SSD,Integrated,0,Used,Colombo,99900.0
laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,65000.0
Dell Inspiron 5590 - i7 10th Gen +MX250 2GB VGA/8GB RAM/15.6 inch Laptop,Dell,Inspiron,Core i7,10,8.0,512.0,SSD,Integrated,0,Used,Colombo,129999.0
Acer Aspire 8TH Gen NVMe 8GB Laptop,Acer,Aspire,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,46000.0
Lenovo L480 i5 Laptop – 8GB RAM SSD Conditi,Lenovo,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Galle,80000.0
Apple MacBook Air Intel i3 (Used),Apple,Macbook Air,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,89900.0
Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,85000.0
Lenovo Thinkpad,Lenovo,Thinkpad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,72000.0
"Laptop i5 6th Gen Dell Latitude E3470 - 8GB RAM|256GB SSD|Wi-Fi|14""",Dell,Latitude,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,61650.0
HP 15s i5 10th Gen Laptop 8GB RAM 256GB SSD,Hp,15S,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Gampaha,67500.0
Dell Latitude 16GB RAM 256GB SSD Laptop,Dell,Latitude,Other / Dual Core,8,16.0,256.0,SSD,Integrated,0,Used,Kalutara,40000.0
Lenovo ThinkPad 11e Yoga,Lenovo,Thinkpad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,1,Used,Colombo,50000.0
